,Spanish,English
553,"El procedimiento de análisis más común combina una técnica de separación (principalmente HPLC y en menor grado GC) con detectores de espectroscopia atómica (AAS, AFS y ICP-OES) o espectrometría de masas (ICP-MS).","The connnon procedure for As spéciation analysis is the combination of a separation teclmique (HPLC and to a minor extend also GC) with atomic spectroscopy detectors (AAS, AFS and ICP-OES) or mass spectrometry (ICP-MS)."
554,"Se suelen emplear también etapas intermedias en el análisis, como la generación de hidruros o la trampa fría.Se ha realizado un estudio de la calidad del aire en Huelva, que está situada a uno de los mayores fundiciones de Cu de Europa.","Intermediate steps that use hydride generation or cold trap are also employed in As spéciation analysis.A study about the air quality of Huelva, located nearby on the largest Cu-smelter in Europe, has been performed for the period 2001-2015, The trends of SO2 and geochemical pattern ofPM2.5 andPMlO were studied."
555,"El periodo estudiado fue 2001-2015, considerando la tendencia en los niveles SO₂ y la composición geoquímica de PM2.5 y PM10.","Three periods were selected: prior (2001-2008), during (2009-2013) and after (2014-2015) the implementation of emission abatement technology (wet electrofilters, bag filters and lime injection) by this large industrial facility.A high As concentration is the main geochemical anomaly in PM of Huelva."
556,"Se seleccionaron tres periodos de estudio: antes (2001-2008), durante (2009-2013) y después (2014-2015) de la aplicación de medidas correctoras de emisiones (electrofiltros húmedos, filtros de manga e inyección de cal) por parte de esta instalación industrial.La principal anomalía geoquímica del PM de Huelva es una alta concentración de As.","In the period 2001-2008, prior to the implementation of current high efficient emission controls in this industry, high levels of sulphide-related elements (As, Se, Cd , Sn, Pb and Bi ) were recorded, which resulted in the repeatedly exceedances of the EU amiual target value of As concentration of 6 ng m""3."
557,"En el periodo 2001-2008 registraban altas concentraciones de elementos asociados a los sulfuros que se emplean como materia prima en la fundición de cobre (As, Se, Cd, Sn, Pb y Bi), con el resultado de concentraciones de As superiores al valor anual establecido por la Unión Europea, de 6 ng m³.","In the latest period 2014-2015, a -50% reduction or higher was observed for these elements, which in the case of As resulted in mean concentration of 2.8 ng nr3 in PM 10."
558,"En el último periodo 2014-2015, se observó una reducción del 50% o mayor para dichos elementos, que en el caso del As supuso un valor medio de 2.8 ng m ̄³ en PM10.",A similar behavior was observed for PM2.5 samples.
559,Un comportamiento similar se obtuvo para las muestras de PM2.5.,"However, there are still sporadic (less intensity) As and SO2 pollution episodes.Furthermore, As spéciation analysis ofPMlO andPM2.5 samples with HPLC-HG-AFS has point out that As is present mainly as As(V) (>90%) in relation to As(III) (<10%)."
560,"A pesar de las mejoras, todavía se registran en Huelva episodios menos intenso tanto de As en PM como de SO₂.Los estudios de especiación de As en PM10 y PM2.5 mediante HPLC-HG-AFS mostraron que el As se encuentra mayoritariamente como As (V) (>90%) en relación con el As (III) (<10%).","The trend in the studied period indicates a, reduction in the proportion of As(V) in PM 10 from 97% in 2010 to 90% in 2014."
561,La tendencia del periodo estudiado indica una reducción en el porcentaje del As(V) en PM10 del 97% in 2010 a 90% en 2014.,"This reduction in the percentage of As(V) is due to a decrease of the concentration of As(V), not to an increment of As(III)."
562,"Esta reducción se debe a una disminución de la concentración de As(V), no a un aumento en la del As(III), aunque todavía se registra episodios con alta proporción de Asi(III).","Nevertheless, episodes with a high As(III) proportion are still registered."
563,"La producción literaria del prosista chileno Juan Emar (1893-1964) constituye un ejercicio de vanguardia pleno, en el que se conjugan la búsqueda constante de respuestas sobre el funcionamiento del universo, la existencia y la identidad propia con el empleo de técnicas innovadoras y una concepción de la creación que desborda cualquier norma y limitación.","Chilean prose writer Juan Emar's (1893-1964) literary production represents a full avant-garde exercise, in which the constant looking for answers about the operation of the universe, existence and self-identity combines with the use of innovative techniques and an understanding of creation which goes beyond any rule or constraint."
564,"El objetivo de este estudio consiste en revelar la producción de Emar como una manifestación de prosa de vanguardia original, a través del análisis profundo y exhaustivo de su obra, tomando como fuente principal sus cuadernos de juventud, sus obras publicadas en los años 30 y, por último, su obra magna Umbral.","The aim of this study is to reveal Emar's production as a reflection of original avant-garde prose by means of a complete and exhaustive analysis of his works, using his youth diaries, his writings published during the 1930s, and his magna opera Umbral as the main sources."
565,"Apoyaremos el estudio con la producción crítica sobre Juan Emar y con determinadas teorías narratológicas y filosóficas contemporáneas que permiten revelar la obra del autor como una manifestación artística propia de la modernidad, en la que destacan la coherencia de su proyecto artístico-vital, concebido desde la adolescencia, y la constancia a la hora de desarrollarlo hasta el momento de su fallecimiento.","This analysis will be helped by exhaustively reviewing the critical studies about Juan Emar as well as by making reference to some contemporary narratological and philosophical theories, which show the author's work as an artistic manifestation characteristic of modernity, in which the coherence of his vital-artistic project (conceived from his adolescence) and his constancy in developing it until his death stand out."
566,"Así, la obra de Juan Emar se conforma como una arquitectura, compuesta por todos sus escritos, que funciona como refugio de su autor y sustituto de la vida.","Thus, Juan Emar's work reveals itself as an architecture made out of all his writings, functioning as Emar's refuge and life-substitute."
567,"La producción literaria del prosista chileno Juan Emar (1893-1964) constituye un ejercicio de vanguardia pleno, en el que se conjugan la búsqueda constante de respuestas sobre el funcionamiento del universo, la existencia y la identidad propia con el empleo de técnicas innovadoras y una concepción de la creación que desborda cualquier norma y limitación.","Chilean prose writer Juan Emar's (1893-1964) literary production represents a full avant-garde exercise, in which the constant looking for answers about the operation of the universe, existence and self-identity combines with the use of innovative techniques and an understanding of creation which goes beyond any rule or constraint."
568,"El objetivo de este estudio consiste en revelar la producción de Emar como una manifestación de prosa de vanguardia original, a través del análisis profundo y exhaustivo de su obra, tomando como fuente principal sus cuadernos de juventud, sus obras publicadas en los años 30 y, por último, su obra magna Umbral.","The aim of this study is to reveal Emar's production as a reflection of original avant-garde prose by means of a complete and exhaustive analysis of his works, using his youth diaries, his writings published during the 1930s, and his magna opera Umbral as the main sources."
569,"Apoyaremos el estudio con la producción crítica sobre Juan Emar y con determinadas teorías narratológicas y filosóficas contemporáneas que permiten revelar la obra del autor como una manifestación artística propia de la modernidad, en la que destacan la coherencia de su proyecto artístico-vital, concebido desde la adolescencia, y la constancia a la hora de desarrollarlo hasta el momento de su fallecimiento.","This analysis will be helped by exhaustively reviewing the critical studies about Juan Emar as well as by making reference to some contemporary narratological and philosophical theories, which show the author's work as an artistic manifestation characteristic of modernity, in which the coherence of his vital-artistic project (conceived from his adolescence) and his constancy in developing it until his death stand out."
570,"Así, la obra de Juan Emar se conforma como una arquitectura, compuesta por todos sus escritos, que funciona como refugio de su autor y sustituto de la vida.","Thus, Juan Emar's work reveals itself as an architecture made out of all his writings, functioning as Emar's refuge and life-substitute."
571,"INTRODUCCIÓN: Actualmente no disponemos de marcadores predictivos de respuesta al tratamiento antiangiogénico en pacientes con cáncer, aunque el desarrollo de hipertensión arterial (HTA) secundaria se ha asociado con una evolución mejor de la enfermedad.",INTRODUCTION: Predictive biomarkers of benefit from angiogenesis inhibition in cancer are lacking but response to anti-angiogenic drugs is associated with development of hypertension secondary to treatment.
572,Nuestro objetivo es explorar la relevancia clínica de polimorfismos genéticos de diferentes componentes del Sistema Renina Angiotensina (SRA) así como de otros genes relacionados con la HTA y la vía angiogénica en pacientes con cáncer colorrectal y cáncer de mama avanzado.,"Therefore, this study explored the clinical relevance of genetic polymorphisms of the renin–angiotensin system (RAS), as well as polymorphisms of other genes related to hypertension and angiogenic pathway in advanced colorectal or breast cancer patients."
573,"PACIENTES, MATERIAL Y MÉTODO: Se incluyeron 232 pacientes diagnosticados de cáncer colorrectal o mama avanzado tratados con bevacizumab.",MATERIAL AND METHODS: Genomic DNA was isolated from peripheral blood from 232 metastatic colorectal or breast cancer patients treated with bevacizumab.
574,"Se aisló ADN genómico a partir de sangre periférica y se realizó el genotipado mediante PCR en tiempo real de los siguientes polimorfismos: polimorfismos del SRA [AGTR1 A1166C (rs5186), AGT M235T (rs699), ECA I/D (rs1799752 o rs4646994)]; polimorfismos de otros genes relacionados con la HTA como es el caso de los receptores adrenérgicos [ADRB1 Gly389Arg (rs1801253), ADRB2 Arg16Gly (rs1042713), ADRB2 Gln27Glu (rs1042714), ADRB3 Trp64Arg (rs4994)], manejo renal de sodio [GNB3 825 C>T (rs5443)] y sintasa de óxido nítrico endotelial [NOS3 -786T>C (rs2070744), NOS3 Glu298Asp (rs1799983)]; así como polimorfismos relacionados con la vía del factor de crecimiento endotelial vascular (VEGF) [VEGF -2578C/A (rs699947), VEGF -1498 C/T (rs833061), VEGFR-1 (o FLT; rs9582036)].","The following genetic polymorphisms were genotyped using RT-PCR: genetic polymorphisms of the RAS [A1166C (rs5186), AGT M235T (rs699), ACE I/D (rs1799752 or rs4646994)]; genetic polymorphisms of other genes related to hypertension such as adrenergic receptors [ADRB1 Gly389Arg (rs1801253), ADRB2 Arg16Gly (rs1042713), ADRB2 Gln27Glu (rs1042714), ADRB3 Trp64Arg (rs4994)], renal sodium management [GNB3 825 C>T (rs5443)] and endothelial nitric oxide synthase [NOS3 - 786T>C (rs2070744), NOS3 Glu298Asp (rs1799983)]; genetic polymorphisms related to the vascular endothelial growth factor (VEGF) pathway [VEGF -2578 C/A (rs699947), VEGF -1498 C/T (rs833061), VEGFR-1 (or FLT; rs9582036)]."
575,"Asimismo, se determinaron los niveles en plasma de VEGF y de enzima convertidora de angiotensina (ECA) usando los correspondientes kits de ELISA.",Circulating VEGF and angiotensin converting enzyme (ACE) levels were analysed using ELISA kits.
576,La actividad antitumoral de bevacizumab se ensayó en ratones xenoinjertados ortotópicamente con células de cáncer de mama que sobreexpresaron AGTR1.,The antitumoral activity of bevacizumab was assayed in mice orthotopically xenografted with AGTR1-overexpressing breast cancer cells.
577,"Por último, se testó el crecimiento tumoral y la supervivencia de ratones genéticamente modificados para desarrollar cáncer de mama (ratones MMTVPyMT) tras la adición de angiotensina II (AT-II) y un anti-VEGF murino (B20).","Finally, the tumor growth and the survival of genetically engineered mice for breast cancer (MMTV-PyMT mice) after the addition of angiotensin II (AT-II) and a murine anti-VEGF antibody (B20) were tested."
578,RESULTADOS: En cáncer de mama avanzado (n=83): el genotipo IN/IN de ECA se asoció con una tasa de progresión mayor en comparación con IN/DEL y DEL/DEL (50 vs 11.8%; p=0.02) y con un tiempo al fallo de tratamiento (TFT) menor [mediana de 2.87 meses (IC 95% 0-6.56) vs 9.60 meses (IC 95% 6.88-12.32); p=0.003].,RESULTS: In advanced breast cancer patients (n=83): the ACE IN/IN genotype was associated with a higher rate of disease progression compared with IN/DEL and DEL/DEL (50 vs 11.8%; p=0.02) and with shorter time to treatment failure (TTF) [median of 2.87 months (95% CI 0-6.56) vs 9.60 months (95% CI 6.88-12.32); p=0.003].
579,El genotipo CT del AGT M235T se relacionó con un TFT menor [mediana de 7.47 meses (IC 95% 5.45- 9.48) en CT vs 9.60 meses (IC 95% 6.17-13.03) en TT y 16.80 meses (IC 95% 15.26- 18.34) en CC; p=0.03] y supervivencia global (SG) menor [mediana de 20.63 meses (IC 95% 12.03-29.24) en CT vs 30.67 meses (IC 95% 18.35-42.99) en TT vs no alcanzada en CC; p=0.04].,The AGT M235T CT genotype was associated with shorter TTF [median of 7.47 months (95% CI 5.45-9.48) in CT vs 9.60 months (95% CI 6.17-13.03) in TT and 16.80 months (95% CI 15.26 -18.34) in CC; p=0.03] and overall survival (OS) [median of 20.63 months (95% CI 12.03-29.24) in CT vs 30.67 months (95% CI 18.35-42.99) in TT vs not reached in CC; p=0.04].
580,El genotipo CC de VEGFR-1 se vinculó con una SG menor [mediana de 13.67 meses (IC 95% 0.00-31.39) en CC vs 22.50 meses (IC 95% 7.05-37.95) en AA vs 48.57 meses (IC 95% 43.63-53.50) en CA; p=0.005].,The VEGFR-1 CC genotype was associated with shorter OS [median of 13.67 months (95% CI 0.00-31.39) in CC vs 22.50 months (95% CI 7.05-37.95) in AA vs 48.57 months (95% CI 43.63-53.50) in CA; p=0.005].
581,El genotipo CT de NOS3 786T>C se asoció con una SG menor [mediana de 19.47 meses (IC 95% 15.14-23.79) en CT vs 48.57 meses (IC 95% 0-97.71) en TT sin alcanzar la mediana en CC; p=0.034].,The NOS3 786 CT genotype (rs2070744) was associated with shorter OS [median of 19.47 months (95% CI 15.14- 23.79) in CT vs 48.57 months (95% CI 0-97.71) in TT vs not reached in CC; p=0.034].
582,Niveles plasmáticos de VEGF superiores se correlacionaron con una mayor tasa de respuestas globales [TRG] (p=0.02) y con una disminución del 20% del riesgo de fallar al tratamiento (p=0.002).,Higher plasma levels of VEGF were correlated with a higher overall response rate (ORR) (p=0.02) and with a 20% decrease in the risk of failing treatment (p=0.002).
583,En cáncer colorrectal avanzado (n=149): el genotipo AA de AGTR1 A1166C se relacionó con una tasa de progresión mayor en comparación con AC y CC (13.7 vs 4.3%; p=0.05).,In advanced colorectal cancer patients (n=149): the AGTR1 1166 AA genotype was associated with a higher progression rate compared to AC and CC (13.7 vs. 4.3%; p=0.05).
584,"El genotipo AA de VEGF -2578 C/A se asoció con más progresiones en comparación con CC y AC (24.2 vs 8.8 y 3.9 % respectivamente; p=0.006), con un TFT menor [mediana de 8.30 meses (IC 95% 5.80-10.79) en AA vs 10.50 meses (IC 95% 8.35-12.65) en AC vs 17.50 meses (IC 95% 9.34-25.66) en CC; p=0.003] y SG menor [mediana de 23.20 meses (IC 95% 18.02-28.37) en AA vs 33.70 meses (IC 95% 23.99-43.40) en AC vs 40.47 meses (IC 95% 26.59-54.34) en CC; p=0.05].","The VEGF - 2578 AA genotype (rs699947) was associated with more progressions compared to CC and AC (24.2 vs. 8.8 and 3.9% respectively; p=0.006), with shorter TTF [median of 8.30 months (95% CI 5.80 -10.79) in AA vs 10.50 months (95% CI 8.35-12.65) in AC vs. 17.50 months (95% CI 9.34-25.66) in CC; p=0.003] and OS [median of 23.20 months (95% CI 18.02-28.37) in AA vs 33.70 months (95% CI 23.99-43.40) in AC vs 40.47 months (95% CI 26.59-54.34) in CC; p=0.05]."
585,"El genotipo GT del polimorfismo NOS3 Glu298Asp se vinculó con una tasa de progresión mayor en comparación con los genotipos homocigóticos (15.6 vs 0%; p=0.05) y con una SG menor [mediana de 25.97 meses (IC 95% 7.09-44.85) en GT vs 41.30 meses (IC 95% 28.49-54.10) en GG, sin ser alcanzada en TT; p=0.01].",The Glu298Asp NOS3 GT genotype was associated with a higher progression rate compared to homozygous genotypes (15.6 vs 0%; p=0.05) and with shorter OS (median of 25.97 months (95% CI 7.09- 44.85) in GT vs 41.30 months (95% CI 28.49-54.10) in GG vs not reached in TT; p=0.01].
586,"Considerando la muestra en su totalidad, el genotipo DEL/DEL de ECA se asoció con niveles superiores de ECA en plasma pero sin alcanzar la significación estadística (p>0.05).","Considering all patients, the DEL/DEL genotype was associated with higher plasma ACE levels, but the difference was not statistically significant (p>0.05)."
587,"Además, niveles de ECA altos se correlacionaron con más TRG (p=0.05).","Besides, higher circulating ACE levels were found to be associated with a higher ORR (p=0.05)."
588,Observamos que pacientes con niveles de ECA ≥ 135 ng/mL y genotipos DEL/DEL o IN/DEL presentaron un TFT mayor que aquéllos con niveles de ECA < 135 ng/mL y genotipo IN/IN [mediana de 13.30 meses (IC 95% 9.05-17.55) vs 7.77 meses (IC 95% 1.65-13.88); p=0.04].,We observed that patients with ACE levels ≥ 135 ng/mL and DEL/DEL or IN/DEL genotypes presented higher TTF compared to patients with ACE levels <135 ng/mL and IN/IN genotype [median of 13.30 months (95% CI 9.05-17.55) vs 7.77 months (95% CI 1.65-13.88); p=0.04].
589,"In vivo, los experimentos demostraron una actividad antitumoral de anti-VEGF significativamente mayor en tumores de cáncer de mama con sobreexpresión de AGTR1, así como tras la adición de AT-II.","Moreover, in vivo experiments showed a significantly higher antitumoral activity of bevacizumab in tumours derived from AGTR1-overexpressing breast cancer cells, as well as after addition of AT-II."
590,"CONCLUSIONES: Una mayor actividad del eje ECA-AT-II-AGTR1 se asocia con una respuesta mejor a bevacizumab, lo que sugiere que el SRA, además de otros polimorfismos relacionados con la HTA y con la vía de VEGF, podría ser una fuente de posibles marcadores predictivos de respuesta al tratamiento antiangiogénico.","CONCLUSIONS: A higher activity of ACE-AT-II-AGTR1 axis is associated with a better response to bevacizumab, suggesting that the SRA, in addition to other polymorphisms related to hypertension and VEGF pathway, could be an important source of possible predictive markers of response to antiangiogenic treatment."
591,Se necesitan más estudios que confirmen estos hallazgos.,More studies are needed to confirm these findings.
592,"Los eventos acústicos que más comúnmente son asociados con amenazas para la seguridad, tales como disparos, explosiones, golpes o rotura de cris-tales, entre otros; tienen una naturaleza impulsiva.","Acoustic events most commonly associated with security threats such as gunshots, explosions, collisions or glass shattering, among others, are impulsive in nature."
593,"Esta categoría de sonidos se caracteriza por tener un ataque muy pronunciado, muy corta duración y un amplio contenido espectral, lo que los convierte en buenos candidatos para su detección automatizada en tiempo real.","This category of sounds is characterized by a large sudden onset, a short time duration (typically a few milliseconds) and wide spectral dispersion, which make them suitable candidates for real-time automated detection."
594,"Sin embargo, la detección por si misma puede no ser suficientemente relevante en aquellas aplicaciones en las que el objetivo principal sea la localiza-ción o la identificación de la fuente.Mediante el uso de una red de sensores acústicos es posible localizar la fuente que ha originado el sonido aprovechándose de las diferencias en-tre las señales captadas por varios micrófonos, siempre y cuando se ten-ga información sobre los instantes de recepción y la posición de los distintos sensores.","Yet detection alone is not relevant enough for some applications in which the localization and/or identification of the impulsive source are the main concerns, so further analysis is required.By means of a network of acoustic sensors it is possible to locate the emitting source by exploiting the differences within the signals recorded at each microphone, and having previous knowledge about the time instant and location of each of the captures."
595,Aunque la obtención de sincronismo en la red y la estimación de las posiciones de los nodos son problemas que aún no están completamente resueltos y siguen bajo estudio.,"Although proper node localization and synchronicity on wireless networks are currently unresolved issues undergoing active research.On the matter of identification, impulsive sound event recordings usually have more to do with the impulse response of the environment rather than the source itself, which proves as a problem for robust classification."
596,"Respecto a la identifica-ción de los sonidos, las grabaciones de eventos impulsivos normalmente están más relacionadas con la respuesta al impulso del entorno que con el sonido generado por la fuente, lo cuál es un gran problema de cara a una clasificación robusta.","However it is possible to take advantage of the spatial diversity provided by a sensor network to identify the source collaboratively using different data fusion strategies.This thesis focuses on the research and development of novel multichannel algorithms for impulsive sound source analysis, including four distinct but not necessarily independent problems, namely: acoustic event detection and classification, sound source localization and node self-localization."
597,"No obstante, es posible aprovecharse de la diversidad espacial proporcionada por una red de sensores para identifi-car la fuente colaborativamente mediante la aplicación de varias estra-tegias de fusión de información.Esta tesis está enfocada a la investigación y desarrollo de nuevos algo-ritmos multicanal para el análisis de sonidos impulsivos, lo que incluye cuatro problemas diferenciados pero no necesariamente independientes: detección y clasificación de eventos acústicos, localización de fuentes de sonido y auto localización de nodos.","In general terms, this proposal aims at developing a framework for collaborative processing in which the spatial diversity provided by a group of microphones is exploited to solve each of the presented problems."
598,"En términos generales, la inten-ción de esta propuesta es el desarrollo de un sistema colaborativo en el cual la diversidad espacial proporcionada por una red de sensores sea explotada para resolver cada uno de los problemas mentados.","At the same time, the goal is to improve multichannel acoustic analysis of impulsive events by taking advantage of the information obtained from the resolution of some of the problems to increase the performance of later stages."
599,"Al mismo tiempo, el objetivo es la mejora del análisis de eventos impulsivos me-diante el aprovechamiento de la información obtenida al resolver algunos de los problemas de cara a mejorar el desempeño en etapas posteriores.","Additionally, the aim of the thesis is to develop efficient techniques suitable to be implemented on a wireless acoustic sensor network in which using other methods may not be feasible due to a series of constraints, such as limited computing power, or wireless bandwidth."
600,"Adicionalmente, con esta tesis se pretenden desarrollar técnicas efi-cientes que permitan su implementación en una red inalámbrica de senso-res acústicos en la cual el uso de otros métodos puede que no sea viable debido a restricciones tales como una capacidad de computo limitada o un ancho de banda restringido.Las propuestas de esta tesis vienen dadas por la necesidad de encontrar nuevas soluciones para el análisis de fuentes acústicas impulsivas dado cuenta con aplicaciones prácticas en múltiples campos tales como: vigi-lancia y seguridad, control de armas, análisis forense o táctica mili-tar, por nombrar unos pocos.","Thus, throughout the whole thesis, there is a constant tradeoff between performance and computational complexity.The proposals in this thesis come from the necessity for better automated impulsive sounds analysis systems given that they have practical applications in many fields such as forensics, surveillance and security, gun control or military tactics, to name a few."
601,"Efectuar diagnósticos para la gestión y evaluación de los recursos naturales, requiere del conocimiento de ciertos aspectos como que especies arbóreas están presentes, la edad de la masa forestal, la calidad de sitio así como los tipos de cobertura del suelo.","Making diagnoses for the management and evaluation of natural resources, requires knowledge of certain aspects such as tree species are present, the age of the forest, the quality of the site as well as the types of soil cover."
602,"Todos ellos son requisitos esenciales para manejar los recursos naturales, humanos, sociales, económicos y tecnológicos, para una mejor calidad de vida para la población de manera que los patrones de consumo actual no afecten el bienestar de las generaciones futuras.","All of them are essential requirements to manage natural, human, social, economic and technological resources, for a better quality of life for the population so that current consumption patterns do not affect the welfare of future generations."
603,"La clasificación de coberturas del suelo se basa frecuentemente en características distintas entre sus clases, pero con gran homogeneidad dentro de cada una de ellas, obtenidas en principio mediante trabajos de campo y uso de imágenes satelitales interpretadas visualmente en pantalla.","The classification of land cover is often based on different characteristics among its classes, but with great homogeneity within each of them, obtained in principle by field work and use of satellite images visually interpreted on screen."
604,"El primer caso supone elevados costes económicos y temporales, mientras que en el segundo caso, se han mejorado las técnicas de procesamiento digital de imágenes.","The first case involves high economic and temporal costs, while in the second case, digital image processing techniques have been improved."
605,"Algunos territorios en vías de desarrollo, como por ejemplo los municipios Casacoima y Sotillo en Venezuela, carecen de sistemas de geoinformación de los recursos, debido entre otros aspectos a la falta de información confiable y actualizada de sus recursos, lo cual ocasiona elevados costes, tanto en los trabajos de campo, como, en la adquisición de software de licencia para el procesado de los datos.","Some developing territories, such as the municipalities of Casacoima and Sotillo in Venezuela, lack geoinformation systems for resources, due, among other aspects, to the lack of reliable and up-to-date information on their resources, which causes high costs, both in the field works, such as, in the acquisition of software of license for the processing of the data."
606,"Actualmente, las alternativas tecnológicas en sistemas de información geográfica y teledetección, constituyen herramientas idóneas para abordar esta tarea.","Currently, technological alternatives in geographic information systems (GIS) and remote sensing, are ideal tools to address this task."
607,Si bien en una primera instancia este tipo de proyectos suponen elevados costes en adquisición de licencias de software hoy día es posible afrontarlos gracias a herramientas de código abierto u open source.,While in the first instance this type of project involves high costs in software license acquisition nowadays it is possible to face them thanks to open source or open source tools.
608,Este trabajo propone una metodología tecnológica de bajo coste basada en herramientas open source de sistemas de información geográfica para elaborar cartografía temática local de usos de suelo y tipos de cobertura en zonas de escasos recursos a partir de imágenes procedentes del sensor CBERS-2 (Satélite Chino-Brasileño de Recursos Terrestre) e información espacial disponibles en la red.,This paper proposes a low-cost technological methodology based on open source tools of geographic information systems to develop local thematic cartography of land uses and types of coverage in areas of scarce resources from images from the CBERS-2 sensor (Chinese Satellite -Brazilian Terrestrial Resources) and spatial information available on the network.
609,"En este sentido, se aplicaron técnicas avanzadas de procesamiento digital de imágenes.","In this sense, advanced techniques of digital image processing were applied."
610,"Se realizaron diferentes clasificaciones, por el método supervisado a nivel de pixel y por regiones empleando distintos algoritmos de clasificación y comparándolos entre sí.","Different classifications were made, by the supervised method at the pixel level and by regions using different classification algorithms and comparing them with each other."
611,"En el primero de los casos, se ejecutaron los algoritmos de Maxver (máxima probabilidad) y Distancia Euclidea (mínima distancia), mientras que en el método por regiones, se ejecutó el algoritmo Bhattacharya, aplicando la técnica “crecimiento de regiones” en la segmentación.","In the first case, the algorithms of Maxver (maximum probability) and Euclidean Distance (minimum distance) were executed, while in the method by regions, the Bhattacharya algorithm was executed, applying the technique ""growth of regions"" in the segmentation."
612,"Con este último clasificador, se obtuvieron resultados satisfactorios de fiabilidad global e índice kappa de 83,93% y 0,81% respectivamente.","With this last classifier, satisfactory results of global reliability and kappa index of 83,93% and 0,81% respectively were obtained."
613,"Seguido por el algoritmo Maxver (máxima verosimilitud), con resultados de 73,36% y 0,69% y por último el algoritmo de Distancia Euclidea que devolvió unos valores iguales a 67,17% y 0,61%.","Followed by the Maxver algorithm (maximum likelihood), with results of 73, 36% and 0, 69% and finally the Euclidean Distance algorithm that returned values equal to 67,17% and 0,61%."
614,"La metodología planteada es de gran utilidad en procesos de producción y actualización cartográfica, sirviendo de apoyo para elaborar planes de ordenación y gestión del territorio por parte de quienes intervienen en el proceso de toma de decisiones.","The proposed methodology is very useful in production processes and cartographic updating, serving as a support to elaborate planning plans and territory management by those involved in the decision making process."
615,"Por tanto, las herramientas open source mostraron ser una alternativa económica y técnica viable, no solo para las organizaciones forestales, sino para el público en general, permitiendo desarrollar proyectos en espacios económicamente deprimidos y/o ecológicamente amenazados.","Therefore, open source tools proved to be a viable economic and technical alternative, not only for forestry organizations, but for the general public, allowing the development of projects in economically depressed and / or ecologically threatened spaces."
616,"La compasión en el trabajo se define como un proceso interpersonal que implica notar, interpretar, sentir y actuar con el fin de aliviar el sufrimiento ajeno.","Compassion is defined as an interpersonal process involving the noticing, feeling, sensemaking, and acting that alleviates the suffering of another person."
617,"Por lo tanto, la compasión se puede entender como un proceso social más que como una emoción.","Thus, compassion can be understood as a social process rather than as an emotion."
618,"Con el propósito de contribuir a la difusión del conocimiento sobre la compasión en las organizaciones, esta tesis ha tratado de mostrar por qué la compasión es importante en el trabajo.","With the purpose of contributing to the spread of knowledge about compassion in organizations, this thesis has tried to show why compassion matters at work."
619,"Ha proporcionado cierto conocimiento sobre cómo se puede crear, mantener y reforzar, y ha mostrado una variedad de formas en las que la compasión puede aumentar las capacidades humanas necesarias para que una organización tenga éxito.","It has provided certain knowledge about how compassion can be created, maintained, and reinforced and has observed a variety of ways in which compassion enhances the human capabilities that are necessary for an organization to succeed."
620,"A pesar de que en el pensamiento convencional, la compasión se ha considerado, en el mejor de los casos, irrelevante en el lugar de trabajo, en realidad es un factor clave para conseguir una cultura organizacional efectiva y humana.","Although, in conventional thinking compassion have been seen at best as irrelevant in the workplace, it is actually key to effective and humane organizational cultures."
621,acuerdo a sus especificaciones y al desarrollo tecnológico.,"The society requires products that have certain guarantees of their performance, according to their specifications and technological development."
622,"El sector de las energías renovables en general, y de la energía solar térmica de baja temperatura en particular, presenta grandes ventajas para la sociedad desde múltiples puntos de vista: medioambiental, empleo, dependencia energética, agotamiento de recursos fósiles, etc.El objetivo principal de esta tesis es la evaluación experimental de los factores que influyen en el comportamiento de los equipos solares térmicos prefabricados, proponiendo mejoras en las propias normas de ensayos (EN 12976:2006, ISO 9459‐2:2008 e ISO 9459‐5:2007), así como en el diseño de los mismos.Las mejoras en las normas tienen como objeto introducir nuevos ensayos y modificar algunos de los existentes para mejorar la evaluación de la seguridad, fiabilidad, durabilidad y eficiencia de los equipos solares prefabricados.Las mejoras en el diseño de los equipos solares térmicos prefabricados a partir de los ensayos de las normas ISO 9459‐2:2008 e ISO 9459‐5:2007 tienen como objeto orientar a los fabricantes en el diseño de los equipos en función del clima.Por último, se proponen mejoras en los equipos solares prefabricados mediante un mecanismo de protección contra heladas con tubos de peróxido de silicona hueco en el interior del captador, y un mecanismo de protección contra sobrecalentamientos mediante el uso de vidrios electrocrómicos en el captador solar térmico.","The renewable energy sector in general and low‐temperature solar thermal energy in particular, has great advantages for society from multiple points of view:environmental, employment, energy dependence, depletion of fossil fuels, etc.The main objective of this thesis is the experimental evaluation of the factors influencing the behavior of factory made solar heating systems, the proposal of improvements in the test standards EN 12976:2006, ISO 9459‐2:2008 and ISO 9459‐5:2007, as well as in their design.The improvements in standards are aimed at introducing new tests and modifying some of the existing ones to improve the assessment of safety, reliability, durability and efficiency for factory made solar heating systems.The improvements in the design of factory made solar heating systems based on the tests of ISO 9459‐2:2008 and ISO 9459‐5:2007 are aimed at guiding manufacturers in the design of the equipment according to the climate.Finally, improvements in factory made solar heating systems are proposed by means of a mechanism of protection against freezing with hollow silicone peroxide tubes inside the collector, and a mechanism of protection against overheating by the use of electrochromic glasses in the solar thermal collector."
